Date,AAPL,AAPL/FB,AMZN,AMZN/AAPL,AMZN/FB,FB,ln(AAPL),ln(AMZN),ln(FB)
2013-07-10,56.862764850507,2.2039831337405813,292.33,5.140974076243736,11.330620155038758,25.8,4.040640730621164,5.677883301130512,3.250374491927572
2013-07-11,57.749095779819,2.2374698093691983,299.66,5.188998995629628,11.610228593568387,25.81,4.056107691787012,5.702648498614998,3.2507620137305224
2013-07-12,57.643947035842,2.224776033803242,307.55,5.335339021957862,11.86993438826708,25.91,4.0542852461609336,5.728637675654378,3.2546289945740186
2013-07-15,57.769638979157,2.1982358820074963,306.57,5.306766762219319,11.665525114155251,26.28,4.056463360494731,5.725446114292227,3.26880819361641
2013-07-16,58.14198446715,2.209041963037614,306.87,5.277941625356465,11.65919452887538,26.32,4.062888027110147,5.726424205137025,3.2703291064571163
2013-07-17,58.15752701928,2.1822711827121952,308.69,5.3078254152324105,11.58311444652908,26.65,4.063155312020013,5.732337537073475,3.2827891506118534
2013-07-18,58.353228023495,2.228923912280176,304.11,5.211536881516734,11.616119174942705,26.18,4.066514678941791,5.717389478062418,3.264995760481754
2013-07-19,57.433108937377995,2.2192082278739567,305.23,5.314530340553331,11.794049459041732,25.88,4.050620947789854,5.72106559077876,3.2534704696327
2013-07-22,57.616916510398,2.211781823815662,303.48,5.267203078200682,11.649904030710173,26.05,4.053816214000183,5.715315710469874,3.260017768199376
2013-07-23,56.627599279143,2.1671488434421353,301.06,5.316488847000901,11.521622655951015,26.13,4.0364964861340935,5.707309580432358,3.263084079532521
2013-07-24,59.53608381693001,2.2457972016948324,298.94,5.021156596715751,11.276499434175783,26.51,4.086582579439375,5.700242884357668,3.277522020300934
2013-07-25,59.264427036216,1.7248087030330617,303.4,5.1194285539046005,8.830034924330617,34.36,4.082009244657446,5.715052066914432,3.536893097116055
2013-07-26,59.60095707799599,1.7524538982062923,312.01,5.234983048874405,9.17406645104381,34.01,4.087671632298007,5.743035238577902,3.526654599019104
2013-07-29,60.519994943095,1.7081567864266158,306.1,5.0578325442329595,8.639570985040926,35.43,4.102973805362567,5.723911845951367,3.5675589188773804
2013-07-30,61.267388971625,1.6281527762855434,302.41,4.935904811286414,8.036407121977145,37.63,4.11524771070996,5.711783712541687,3.627801604605346
2013-07-31,61.160618396120995,1.661973325981549,301.22,4.925064655969933,8.185326086956524,36.8,4.113503492130101,5.707840894783702,3.6054978451748854
2013-08-01,61.720961188577,1.6463313200473992,305.57,4.950830222270636,8.150706855161376,37.49,4.122623600746622,5.72217888493435,3.6240742307478206
2013-08-02,62.513496194599,1.642930254785782,304.21,4.866309173510646,7.995006570302234,38.05,4.135382472544445,5.71771825239468,3.6389010843076948
2013-08-05,63.447400848693,1.618969146432585,300.99,4.743929553832942,7.680275580505231,39.19,4.150211229549774,5.707077041605631,3.66842161221154
2013-08-06,62.879759814366,1.6311221741729183,300.75,4.782938116937405,7.801556420233464,38.55,4.141224328367568,5.7062793548547885,3.6519561000093383
2013-08-07,62.843268605017,1.6167550451509392,296.91,4.724611029800838,7.638538718806278,38.87,4.1406438267548955,5.693429062576709,3.660222744864132
2013-08-08,62.71892818797401,1.6273722934087704,295.74,4.715322926336398,7.673585884795019,38.54,4.138663287056437,5.689480689945341,3.6516966629862204
2013-08-09,61.82646128072,1.6058821111875323,297.26,4.8079737032062315,7.7210389610389605,38.5,4.124331448885863,5.694607176720749,3.6506582412937387
2013-08-12,63.58282527045299,1.6636008704985086,296.69,4.666197180418029,7.76268969126112,38.22,4.1523433909605165,5.692687822650587,3.643358938812127
2013-08-13,66.60442435736,1.7991470652987573,293.97,4.413670755905503,7.9408427876823335,37.02,4.198771007132042,5.683477721315837,3.6114583071453517
2013-08-14,67.819322144216,1.850458994385157,291.34,4.295825891336294,7.949249658935879,36.65,4.216847141722978,5.674490970020802,3.6014134283326604
2013-08-15,67.739054541277,1.8528187784813182,286.47,4.229022709867299,7.835612691466084,36.56,4.215662890121822,5.657633818630221,3.5989547465859495
2013-08-16,68.340381329396,1.8430523551617044,284.82,4.167667701869952,7.681229773462784,37.08,4.224500826557384,5.651857401791282,3.6130777406976544
2013-08-19,69.076394434311,1.8269345261653265,285.57,4.134118497912715,7.5527638190954764,37.81,4.235213057855971,5.654487182931324,3.6325736179028416
2013-08-20,68.168962380747,1.7747712153279618,287.09,4.2114474091083265,7.474355636552981,38.41,4.221989364204826,5.659795755451088,3.6483178423578133
2013-08-21,68.344462732935,1.7835193823834812,284.57,4.16376087572734,7.426148225469729,38.32,4.224560546471004,5.650979268996308,3.6459719531026598
2013-08-22,68.426090803721,1.7749958703948379,289.73,4.234203599780167,7.515693904020753,38.55,4.225754196395892,5.668949454815954,3.6519561000093383
2013-08-23,68.162160041515,1.6809410614430333,290.01,4.254706714449276,7.151911220715167,40.55,4.221889572768846,5.669915405144624,3.702535780561422
2013-08-26,68.427451271567,1.6552358798153601,286.21,4.1826780726367065,6.9233188195452335,41.34,4.225774078495038,5.65672580711292,3.7218305542536223
2013-08-27,66.47109850841,1.6768692862868313,280.93,4.226348086671931,7.087033299697276,39.64,4.196767244295899,5.638105527980331,3.6798387094617873
2013-08-28,66.78482239379501,1.646974658293342,281.58,4.216227428736287,6.944019728729963,40.55,4.201475845052844,5.640416599034381,3.702535780561422
